Dataset,Model,BatchSize,StartingLr,N_days,HiddenSize,Seed,BestEpoch,TestAcc,TestLoss,ValAcc,ValLoss,TestF1,ValF1,,,,
ROBOD,LSTM,256,0.05,10,32,66666,16,0.54596,0.7287,0.649484,0.6973,0.423537943,0.631137255,0.57984242,1,2,
ROBOD,LSTM,256,0.05,10,32,77777,21,0.674578,0.6533,0.584997,0.6611,0.43002595,0.487336521,0.503381951,1,2,
ROBOD,LSTM,256,0.05,10,32,888888,20,0.681144,0.662,0.588771,0.6683,0.429404433,0.485229979,0.519784235,1,2,
ROBOD,LSTM,256,0.05,10,32,999999999,18,0.674611,0.6541,0.59334,0.6671,0.438842671,0.513904279,0.571981965,1,2,
ROBOD,LSTM,256,0.05,10,32,1111,25,0.652689,0.7019,0.667479,0.6491,0.458954042,0.608698378,0.453082697,2,2,
ROBOD,LSTM,256,0.05,10,32,22,24,0.644397,0.6385,0.661613,0.6505,0.455907427,0.586763944,0.463974363,2,2,
ROBOD,LSTM,256,0.05,10,32,333,22,0.660126,0.7052,0.675424,0.6577,0.458865421,0.612600403,0.438748454,2,2,
ROBOD,LSTM,256,0.05,10,32,4444,25,0.701549,0.5818,0.669306,0.6137,0.457856677,0.582152942,0.406777115,2,2,
ROBOD,LSTM,256,0.05,10,32,5555,24,0.679827,0.6312,0.673464,0.6359,0.455873175,0.620797567,0.417352172,2,2,
ROBOD,LSTM,256,0.05,10,32,66666,22,0.687228,0.6456,0.645975,0.6318,0.453672196,0.56855034,0.439472581,2,2,
ROBOD,LSTM,256,0.05,10,32,77777,25,0.687449,0.631,0.631912,0.636,0.45444591,0.538483469,0.407364512,2,2,
ROBOD,LSTM,256,0.05,10,32,888888,25,0.653785,0.6557,0.666433,0.618,0.455392884,0.604362861,0.398523842,2,2,
ROBOD,LSTM,256,0.05,10,32,999999999,23,0.668073,0.6144,0.651841,0.6355,0.445813466,0.55514927,0.405280419,2,2,
ROBOD,LSTM,256,0.05,10,32,1111,25,0.688834,0.6784,0.696171,0.5946,0.460456991,0.623147968,0.406348512,3,2,
ROBOD,LSTM,256,0.05,10,32,22,25,0.661355,0.6265,0.712336,0.5598,0.445764329,0.64572871,0.395191562,3,2,
ROBOD,LSTM,256,0.05,10,32,333,23,0.68134,0.6623,0.678173,0.6217,0.437104537,0.578053129,0.494551767,3,2,
ROBOD,LSTM,256,0.05,10,32,4444,25,0.678455,0.6557,0.70161,0.5849,0.458336473,0.635166372,0.421780298,3,2,
ROBOD,LSTM,256,0.05,10,32,5555,25,0.624154,0.6141,0.708466,0.5651,0.438145388,0.637052138,0.411382552,3,2,
ROBOD,LSTM,256,0.05,10,32,66666,24,0.687946,0.6435,0.688444,0.6038,0.44974107,0.600795536,0.450257814,3,2,
ROBOD,LSTM,256,0.05,10,32,77777,25,0.675468,0.6572,0.683962,0.6115,0.44745634,0.603261595,0.460663006,3,2,
ROBOD,LSTM,256,0.05,10,32,888888,25,0.66469,0.7166,0.715874,0.5986,0.455853751,0.663323177,0.412912605,3,2,
ROBOD,LSTM,256,0.05,10,32,999999999,25,0.662667,0.631,0.706075,0.5602,0.452368944,0.637167278,0.412078071,3,2,
ROBOD,LSTM,256,0.05,10,32,1111,25,0.647085,0.574,0.821717,0.4269,0.442959785,0.775204315,0.382529261,4,2,
ROBOD,LSTM,256,0.05,10,32,22,25,0.641323,0.5765,0.797249,0.4762,0.441613265,0.73893091,0.454685703,4,2,
ROBOD,LSTM,256,0.05,10,32,333,25,0.634854,0.6293,0.807852,0.461,0.438572675,0.772176974,0.448215839,4,2,
ROBOD,LSTM,256,0.05,10,32,4444,25,0.677032,0.5354,0.804136,0.4907,0.43981142,0.72784297,0.459777422,4,2,
ROBOD,LSTM,256,0.05,10,32,1111,25,0.675883,0.5601,0.822973,0.452,0.413037859,0.76577006,0.438988545,5,2,
ROBOD,LSTM,256,0.05,10,32,22,25,0.596708,0.6587,0.805213,0.4717,0.390835114,0.760173736,0.47186026,5,2,
ROBOD,LSTM,256,0.05,10,32,333,25,0.659395,0.62,0.837871,0.4274,0.406133791,0.792930038,0.402072502,5,2,
ROBOD,LSTM,256,0.05,10,32,4444,25,0.629755,0.5828,0.820475,0.4391,0.399240798,0.775006032,0.400614765,5,2,
ROBOD,LSTM,256,0.05,10,32,5555,25,0.722967,0.5367,0.792069,0.4899,0.406226184,0.704050018,0.488630112,5,2,
ROBOD,LSTM,256,0.05,10,32,66666,25,0.62159,0.5649,0.807401,0.4526,0.398565771,0.758535757,0.414833194,5,2,
ROBOD,LSTM,256,0.05,10,32,77777,25,0.620034,0.5819,0.796984,0.4554,0.394186547,0.745453578,0.437476537,5,2,
ROBOD,LSTM,256,0.05,10,32,888888,25,0.660385,0.5682,0.801547,0.4455,0.409173884,0.737516495,0.404628811,5,2,
ROBOD,LSTM,256,0.05,10,32,999999999,25,0.603532,0.6103,0.809084,0.4416,0.392003067,0.773364827,0.421141872,5,2,
ROBOD,LSTM,256,0.1,10,32,5555,24,0.634676,0.6197,0.856266,0.3576,0.442773851,0.836980481,0.309998081,4,2,
ROBOD,LSTM,256,0.1,10,32,66666,24,0.616306,0.6944,0.865998,0.3689,0.432956313,0.847810797,0.306799223,4,2,
ROBOD,LSTM,256,0.1,10,32,77777,25,0.638295,0.6798,0.854592,0.358,0.44687351,0.829949069,0.287660345,4,2,
ROBOD,LSTM,256,0.1,10,32,888888,25,0.648824,0.6082,0.835024,0.396,0.444026828,0.792687761,0.292484557,4,2,
ROBOD,LSTM,256,0.1,10,32,999999999,25,0.646389,0.6143,0.855027,0.3658,0.451354897,0.831552732,0.281345372,4,2,
ROBOD,Naive,256,0.1,10,32,0,1,0.728274,4.3436,0.670599,5.2898,0.409530074,0.582437374,5.508149622,4,2,
ROBOD,Naive,256,0.1,10,32,0,1,0.724051,4.4138,0.56724,6.9431,0.414652151,0.379486073,3.708272899,1,2,
ROBOD,Naive,256,0.1,10,32,0,1,0.729441,4.3269,0.573702,6.8405,0.420247648,0.40107287,4.189783729,2,2,
ROBOD,Naive,256,0.1,10,32,0,1,0.727371,4.3591,0.605622,6.3271,0.426224251,0.452968366,4.189783729,3,2,
ROBOD,Naive,256,0.1,10,32,0,1,0.728274,4.3436,0.670599,5.2898,0.409530074,0.582437374,5.508149622,4,2,
ROBOD,Naive,256,0.1,10,32,0,1,0.73399,4.2515,0.667214,5.3415,0.381491493,0.537847502,5.508149622,5,2,
ROBOD,LSTM,256,0.05,10,32,1111,0,0.450079,0.6968,0,10000000000,0.386136463,0,0,-1,0,FALSE
ROBOD,LSTM,256,0.05,10,32,1111,0,0.797255,0.4791,0,10000000000,0.456175209,0,0,-1,0,TRUE
ROBOD,LSTM,512,0.05,10,32,1111,25,0.670054,0.5927,0.779158,0.5702,0.3918554456775926,0.702298932139625,0.5563798945310504,6,0,False
ROBOD,LSTM,512,0.05,10,32,1111,25,0.687600,0.5455,0.821726,0.4851,0.4124560703860063,0.7380728867124645,0.5005397911799155,7,0,False
ROBOD,LSTM,512,0.05,10,32,1111,25,0.619036,0.6459,0.754781,0.5386,0.3894508803958074,0.7069630795266356,0.5160939832528432,8,0,False
ROBOD,LSTM,512,0.05,10,32,1111,25,0.618962,0.6516,0.770862,0.4960,0.3990834601806049,0.7347889169249131,0.4346585939499422,9,0,False
ROBOD,LSTM,512,0.05,10,32,22,25,0.711292,0.5737,0.735883,0.5653,0.3758426613422714,0.6182155867804503,0.568961993206379,6,0,False
ROBOD,LSTM,512,0.05,10,32,22,25,0.702535,0.5864,0.774184,0.5340,0.39123739210852243,0.6656150418534958,0.5384688716823771,7,0,False
ROBOD,LSTM,512,0.05,10,32,22,25,0.661272,0.6531,0.776356,0.5320,0.4097331546054515,0.7103450686090571,0.5143332591321733,8,0,False
ROBOD,LSTM,512,0.05,10,32,22,25,0.641890,0.5866,0.748852,0.5141,0.41336418011177367,0.7118640863922336,0.4805132502008645,9,0,False
ROBOD,LSTM,512,0.05,10,32,333,25,0.708231,0.5877,0.729713,0.5898,0.3637974483026858,0.6028045661046024,0.593908192459927,6,0,False
ROBOD,LSTM,512,0.05,10,32,333,25,0.684430,0.5520,0.762592,0.5156,0.39062544736303684,0.6640863831788806,0.529820286419432,7,0,False
ROBOD,LSTM,512,0.05,10,32,333,25,0.606926,0.6395,0.781057,0.4761,0.3932172964753697,0.7312714875227714,0.4301167386770248,8,0,False
ROBOD,LSTM,512,0.05,10,32,333,25,0.683704,0.6224,0.743690,0.5248,0.40795997420149616,0.6970158154385815,0.4761004899884318,9,0,False
ROBOD,LSTM,512,0.05,10,32,4444,25,0.671279,0.5979,0.783094,0.5728,0.4054013714544212,0.7048578771184707,0.5676589916611827,6,0,False
ROBOD,LSTM,512,0.05,10,32,4444,25,0.703526,0.5633,0.782905,0.5277,0.4010261567329783,0.6815802015443992,0.543886636071286,7,0,False
ROBOD,LSTM,512,0.05,10,32,4444,25,0.685651,0.5798,0.759175,0.5253,0.3926578135915786,0.6686242152729807,0.5079966085486941,8,0,False
ROBOD,LSTM,512,0.05,10,32,4444,24,0.595368,0.6329,0.765094,0.5047,0.3914073689166061,0.7354021850645113,0.4204537600887065,9,0,False
ROBOD,LSTM,512,0.05,10,32,55555,25,0.729323,0.5423,0.734255,0.5643,0.3614425914878234,0.5757338793188095,0.5647316214650177,6,0,False
ROBOD,LSTM,512,0.05,10,32,5555,25,0.685704,0.5997,0.754589,0.5460,0.39146599982630553,0.6547010477445261,0.5531032649137206,7,0,False
ROBOD,LSTM,512,0.05,10,32,55555,25,0.692150,0.6028,0.753590,0.5675,0.3934280243798162,0.6601209694497829,0.5679756915569305,8,0,False
ROBOD,LSTM,512,0.05,10,32,5555,25,0.612836,0.5984,0.774189,0.4863,0.40190908148263027,0.7407100866205586,0.4314667284488678,9,0,False
ROBOD,LSTM,512,0.05,10,32,66666,25,0.692394,0.6032,0.760608,0.5664,0.3961815283171484,0.6663420113729488,0.5644945145346397,6,0,False
ROBOD,LSTM,512,0.05,10,32,66666,25,0.705175,0.5481,0.748434,0.5336,0.3920132279319053,0.6388103413236428,0.5417875655626847,7,0,False
ROBOD,LSTM,512,0.05,10,32,66666,25,0.589986,0.6018,0.757619,0.4809,0.387728026031435,0.7189315158195475,0.44888621111710864,8,0,False
ROBOD,LSTM,512,0.05,10,32,66666,25,0.677308,0.6042,0.732518,0.5189,0.40926516959382647,0.6876704475708257,0.48111481980963067,9,0,False
ROBOD,LSTM,512,0.05,10,32,77777,25,0.723180,0.5951,0.726147,0.5999,0.3540353671601871,0.5703217619400169,0.601865746947222,6,0,False
ROBOD,LSTM,512,0.05,10,32,77777,25,0.681171,0.5762,0.773307,0.5366,0.39308632091660173,0.6844371322760459,0.5392159270027936,7,0,False
ROBOD,LSTM,512,0.05,10,32,77777,25,0.683149,0.5822,0.781910,0.5095,0.41217646403007396,0.719539835164835,0.4977448004484177,8,0,False
ROBOD,LSTM,512,0.05,10,32,77777,25,0.637247,0.6185,0.780354,0.5063,0.4038735321108893,0.7421974271910515,0.43897605709602916,9,0,False
ROBOD,LSTM,512,0.05,10,32,888888,25,0.707075,0.6053,0.750615,0.5854,0.38751669624309115,0.6182593905073394,0.5898027056178381,6,0,False
ROBOD,LSTM,512,0.05,10,32,888888,25,0.703816,0.5623,0.760966,0.5350,0.3870001197930208,0.6580125792495373,0.5478089696269924,7,0,False
ROBOD,LSTM,512,0.05,10,32,888888,25,0.640350,0.6106,0.783198,0.4935,0.39761696001212393,0.7253855965536185,0.46550871113936104,8,0,False
ROBOD,LSTM,512,0.05,10,32,888888,25,0.649824,0.6013,0.768968,0.4814,0.41386248660587815,0.7287244745864541,0.41997122076841503,9,0,False
ROBOD,LSTM,512,0.05,10,32,9999999,25,0.721097,0.5941,0.758758,0.5719,0.4062097223513053,0.62272027168927,0.5669587725816772,6,0,False
ROBOD,LSTM,512,0.05,10,32,9999999,25,0.710302,0.5609,0.774406,0.5193,0.4088039367032597,0.6823818917114735,0.514966085401632,7,0,False
ROBOD,LSTM,512,0.05,10,32,9999999,25,0.696931,0.5549,0.744280,0.5236,0.40139678594105255,0.650096895506351,0.5137885618209839,8,0,False
ROBOD,LSTM,512,0.05,10,32,9999999,25,0.631573,0.6243,0.753278,0.5143,0.39839532752525686,0.7269555501879403,0.4521251769979108,9,0,False
ROBOD,LSTM,512,0.05,10,32,1111,25,0.848613,0.3310,0.831116,0.3900,0.4100858189668776,0.7395488762928472,0.39775060896956643,6,1,True
ROBOD,LSTM,512,0.05,10,32,1111,24,0.845903,0.3320,0.837989,0.3674,0.409210064553265,0.7673404453859938,0.3841780771643428,7,1,True
ROBOD,LSTM,512,0.05,10,32,1111,25,0.856637,0.3183,0.753692,0.4608,0.4070586703495847,0.526435169790967,0.41316011508305867,8,1,True
ROBOD,LSTM,512,0.05,10,32,22,22,0.838172,0.3472,0.841942,0.3745,0.40788852130839465,0.7682133831547167,0.3490514935449112,6,1,True
ROBOD,LSTM,512,0.05,10,32,22,25,0.855282,0.3207,0.809937,0.4060,0.4074923789605526,0.700859627735647,0.4179949525049177,7,1,True
ROBOD,LSTM,512,0.05,10,32,22,25,0.838363,0.3412,0.800357,0.3815,0.41265378995892127,0.6879328948717384,0.35262782997555203,8,1,True
ROBOD,LSTM,512,0.05,10,32,1111,25,0.820369,0.3626,0.816385,0.3932,0.42603012177882676,0.7605351019189966,0.33962067999121154,9,1,True
ROBOD,LSTM,512,0.05,10,32,333,21,0.842322,0.3404,0.839777,0.3794,0.4105224218222725,0.7614469856810228,0.37110645168049394,6,1,True
ROBOD,LSTM,512,0.05,10,32,333,1,0.856393,0.3204,0.805050,0.4118,0.40672323198425925,0.6841745024278006,0.5548613061339168,7,1,True
ROBOD,LSTM,512,0.05,10,32,333,25,0.856719,0.3182,0.751830,0.4612,0.4069756672282954,0.5197044488183729,0.4116684883832931,8,1,True
ROBOD,LSTM,512,0.05,10,32,22,25,0.819343,0.3640,0.818735,0.3930,0.4257219195422924,0.7645412981829105,0.3405047216258206,9,1,True
ROBOD,LSTM,512,0.05,10,32,4444,25,0.848585,0.3308,0.831767,0.3898,0.41038065244866306,0.741287574752857,0.3810510351214298,6,1,True
ROBOD,LSTM,512,0.05,10,32,4444,24,0.852841,0.3214,0.825362,0.3866,0.4066447415693733,0.7392736145047256,0.39544988284676763,7,1,True
ROBOD,LSTM,512,0.05,10,32,4444,25,0.849777,0.3236,0.775605,0.4186,0.4075215396808569,0.6222601355552791,0.38565230886141455,8,1,True
ROBOD,LSTM,512,0.05,10,32,333,25,0.822754,0.3583,0.814340,0.3940,0.42306548303466934,0.7554097708559365,0.3396965464112149,9,1,True
ROBOD,LSTM,512,0.05,10,32,55555,25,0.851730,0.3259,0.824294,0.4027,0.4078651136704672,0.7206959272196496,0.3967361625197322,6,1,True
ROBOD,LSTM,512,0.05,10,32,5555,1,0.856475,0.3209,0.814742,0.4076,0.4080612636810661,0.7031140346767131,0.5382434098397271,7,1,True
ROBOD,LSTM,512,0.05,10,32,55555,25,0.849858,0.3219,0.776094,0.4231,0.40536708098579916,0.6227843651934328,0.38598095787896053,8,1,True
ROBOD,LSTM,512,0.05,10,32,4444,25,0.819938,0.3632,0.817361,0.3933,0.4260277521363902,0.7631865064025868,0.33870505655017713,9,1,True
ROBOD,LSTM,512,0.05,10,32,66666,24,0.836845,0.3492,0.841828,0.3732,0.4093076286541446,0.7685535314963944,0.3540224982208984,6,1,True
ROBOD,LSTM,512,0.05,10,32,66666,25,0.851811,0.3222,0.825362,0.3846,0.4063114306672124,0.7392736145047256,0.40350769445047535,7,1,True
ROBOD,LSTM,512,0.05,10,32,66666,1,0.857289,0.3187,0.742611,0.4664,0.4051126223750916,0.4935290936198717,0.5312790290514627,8,1,True
ROBOD,LSTM,512,0.05,10,32,5555,25,0.817716,0.3653,0.819223,0.3927,0.4250549414959151,0.7652009456264774,0.33657342125332707,9,1,True
ROBOD,LSTM,512,0.05,10,32,77777,23,0.848991,0.3288,0.829276,0.3920,0.40761949693247584,0.7348182630311092,0.3994357726255129,6,1,True
ROBOD,LSTM,512,0.05,10,32,77777,25,0.855038,0.3202,0.816705,0.3994,0.4094191649712576,0.7180714408201478,0.419308424400071,7,1,True
ROBOD,LSTM,512,0.05,10,32,77777,25,0.857207,0.3186,0.748106,0.4673,0.40570907309404797,0.5059018121197923,0.4086803226338493,8,1,True
ROBOD,LSTM,512,0.05,10,32,66666,25,0.816697,0.3685,0.819132,0.3923,0.42566296639336065,0.7644884211349484,0.33970974991609765,9,1,True
ROBOD,LSTM,512,0.05,10,32,888888,23,0.841345,0.3432,0.841942,0.3783,0.4112453666867198,0.7672667553637259,0.372207919698815,6,1,True
ROBOD,LSTM,512,0.05,10,32,888888,25,0.852381,0.3227,0.826143,0.3858,0.40728774054468236,0.7416569235779911,0.3993586047221038,7,1,True
ROBOD,LSTM,512,0.05,10,32,888888,25,0.839014,0.3405,0.799869,0.3834,0.4120956949390951,0.686959318932815,0.3530045335822635,8,1,True
ROBOD,LSTM,512,0.05,10,32,77777,25,0.819173,0.3637,0.819223,0.3931,0.42566702205843204,0.764900298454702,0.3375879774568968,9,1,True
ROBOD,LSTM,512,0.05,10,32,9999999,25,0.835083,0.3520,0.842040,0.3741,0.4096568996012226,0.7692371751192638,0.33719772273717924,6,1,True
ROBOD,LSTM,512,0.05,10,32,9999999,25,0.854794,0.3206,0.817095,0.3989,0.40971729976913657,0.7192653346456207,0.4183071921437474,7,1,True
ROBOD,LSTM,512,0.05,10,32,9999999,25,0.849614,0.3227,0.776094,0.4210,0.4058099120680538,0.6227843651934328,0.38610065956910455,8,1,True
ROBOD,LSTM,512,0.05,10,32,888888,25,0.820454,0.3629,0.816873,0.3931,0.4261420673522515,0.7618251995480064,0.33968878690638754,9,1,True
ROBOD,LSTM,512,0.05,10,32,9999999,25,0.821140,0.3613,0.816385,0.3934,0.4259767091951216,0.7607722219040165,0.34046862226453267,9,1,True
ROBOD,Naive,512,0.05,10,32,1111,0,0.723707,4.4190,0.000000,10000000000.0000,0.436510890415232,0,0,-1,0,False
ROBOD,Naive,512,0.05,10,32,1111,0,0.723707,4.4190,0.000000,10000000000.0000,0.436510890415232,0,0,1,0,False
ROBOD,Naive,512,0.05,10,32,1111,0,0.734106,4.2523,0.000000,10000000000.0000,0.43721044282151733,0,0,2,0,False
ROBOD,Naive,512,0.05,10,32,1111,0,0.727486,4.3572,0.000000,10000000000.0000,0.458372028014882,0,0,3,0,False
ROBOD,Naive,512,0.05,10,32,1111,0,0.729761,4.3199,0.000000,10000000000.0000,0.43121732795571494,0,0,4,0,False
ROBOD,Naive,512,0.05,10,32,1111,0,0.734132,4.2493,0.000000,10000000000.0000,0.41690837213125326,0,0,5,0,False
ROBOD,Naive,512,0.05,10,32,1111,0,0.732239,4.2792,0.000000,10000000000.0000,0.4008487071896998,0,0,6,0,False
ROBOD,Naive,512,0.05,10,32,1111,0,0.732239,4.2792,0.000000,10000000000.0000,0.4008487071896998,0,0,7,0,False
ROBOD,Naive,512,0.05,10,32,1111,0,0.732239,4.2792,0.000000,10000000000.0000,0.4008487071896998,0,0,8,0,False
ROBOD,Naive,512,0.05,10,32,1111,0,0.731263,4.2937,0.000000,10000000000.0000,0.4122182330138688,0,0,9,0,False
ROBOD,Naive,512,0.05,10,32,1111,0,0.724304,4.4038,0.000000,10000000000.0000,0.3847033372382531,0,0,10,0,False
